Occupations;Code;Pekerjaan
"Metallurgist, Physical";IAE;"Ahli Metalurgi, Fisika"
"Metallurgist, Physical";ICA;"Ahli Metalurgi, Fisika"
"Metallurgist, Physical";IEA;"Ahli Metalurgi, Fisika"
"Metallurgist, Physical";IRE;"Ahli Metalurgi, Fisika"
"Metallurgist, Physical (IRE)";SEA;#N/A
Metal-Refining Furnace Operators and Tenders;RAI;Operator dan Tender Tungku Pemurnian Logam
Metal-Refining Furnace Operators and Tenders;RSE;Operator dan Tender Tungku Pemurnian Logam
Meteorologist;IAC;Ahli Meteorologi
Meteorologist;IAE;Ahli Meteorologi
Meteorologist;ICA;Ahli Meteorologi
Meteorologist;IEA;Ahli Meteorologi
Meteorologist;IRS;Ahli Meteorologi
Meter Ispector;RAI;#N/A
Meter Ispector;RCE;#N/A
Meter Reader;CAE;Pembaca meter
Meter Reader;CAI;Pembaca meter
Meter Reader;CAR;Pembaca meter
Meter Reader;CAS;Pembaca meter
Meter Reader;CEA;Pembaca meter
Meter Reader;CSA;Pembaca meter
Meter Reader;CSE;Pembaca meter
Methane/Landfill Gas Collection Systems Operator;RAI;Operator Sistem Pengumpulan Gas Metana/TPA
Methane/Landfill Gas Collection Systems Operator;RCE;Operator Sistem Pengumpulan Gas Metana/TPA
Metrologist;IAC;Ahli metrologi
Metrologist;IAE;Ahli metrologi
Metrologist;ICA;Ahli metrologi
Metrologist;IEA;Ahli metrologi
Metrologist;IES;Ahli metrologi
Microbiologist;IAC;Mikro biologi
Microbiologist;IAE;Mikro biologi
Microbiologist;ICA;Mikro biologi
Microbiologist;IEA;Mikro biologi
Microbiologist;ISC;Mikro biologi
Microbiologist (ISC);ICS;#N/A
Microbiologist (ISC);SCI;#N/A
Microelectronics Technician;RAI;Teknisi Mikroelektronika
Microelectronics Technician;RCI;Teknisi Mikroelektronika
Microelectronics Technician (RCI);CRI;#N/A
Microelectronics Technician (RCI);CIR;#N/A
Midwife;SCA;Bidan
Midwife;SIR;Bidan
Midwife;SRA;Bidan
Mill Supervisor;ERC;Mill Supervisor
Mine Inspector;ERC;Inspektur Tambang
Miner;RAI;Buruh Tambang
Miner;RIE;Buruh Tambang
Mineralogist;IAC;Ahli Mineral
Mineralogist;IAE;Ahli Mineral
Mineralogist;ICA;Ahli Mineral
Mineralogist;IEA;Ahli Mineral
Mineralogist;ISR;Ahli Mineral
Miniature Set Constructor;AIC;Miniature Set Constructor
Miniature Set Constructor;ARC;Miniature Set Constructor
Miniature Set Constructor;ARE;Miniature Set Constructor
Miniature Set Constructor (ARE);ERA;#N/A
Mining Machine Operator;RAI;Operator Mesin Tambang
Mining Machine Operator;RCI;Operator Mesin Tambang
Mining Machine Operator (RCI);CRI;#N/A
Mining Machine Operator (RCI);CIR;#N/A
Model Maker;AIC;Pembuat Model/Merek
Model Maker;ARC;Pembuat Model/Merek
Model Maker;ARI;Pembuat Model/Merek
Model Maker (ARI);AIR;#N/A
Model Maker (ARI);IAR;#N/A
Model Maker (ARI);IRA;#N/A
"Model Maker, Pattery ad Porcelain";RAE;#N/A
"Model Maker, Pattery ad Porcelain";RAI;#N/A
"Model Maker, Pattery ad Porcelain (RAE)";ERA;#N/A
"Model, Photographers";AES;#N/A
Molding and Casting Worker;AIC;Pekerja Moulding dan Casting
Molding and Casting Worker;ARC;Pekerja Moulding dan Casting
Molding and Casting Worker;ARI;Pekerja Moulding dan Casting
Molding and Casting Worker (ARI);AIR;#N/A
Molding and Casting Worker (ARI);IAR;#N/A
Molding and Casting Worker (ARI);IRA;#N/A
Molecular and Cellular Biologist;IAC;Ahli Biologi Molekuler dan Seluler
Molecular and Cellular Biologist;IAE;Ahli Biologi Molekuler dan Seluler
Molecular and Cellular Biologist;ICA;Ahli Biologi Molekuler dan Seluler
Molecular and Cellular Biologist;IEA;Ahli Biologi Molekuler dan Seluler
Molecular and Cellular Biologist;IRC;Ahli Biologi Molekuler dan Seluler
Molecular and Cellular Biologist (IRC);CRI;#N/A
Molecular and Cellular Biologist (IRC);CIR;#N/A
Mortgage Clerk;CAE;Petugas Penggadaian
Mortgage Clerk;CAI;Petugas Penggadaian
Mortgage Clerk;CAR;Petugas Penggadaian
Mortgage Clerk;CAS;Petugas Penggadaian
Mortgage Clerk;CEA;Petugas Penggadaian
Mortgage Clerk;CRS;Petugas Penggadaian
Mortgage Clerk;CSA;Petugas Penggadaian
Motorboat Mechanic and Service Technician;RAI;Teknisi Mekanik dan Layanan Perahu Motor
Motorboat Mechanic and Service Technician;RES;Teknisi Mekanik dan Layanan Perahu Motor
Motorcycle Mechanic;RAI;Montir Sepeda Motor
Motorcycle Mechanic;RIE;Montir Sepeda Motor
Mover;RAI;Penggerak
Mover;RSE;Penggerak
"Mover, Residential";RAI;"Penggerak, Perumahan"
"Mover, Residential";RSE;"Penggerak, Perumahan"
Multiple Machine Operator;RAI;Operator Berbagai Mesin
Multiple Machine Operator;RIS;Operator Berbagai Mesin
Music Arranger;AEI;#N/A
Music Arranger (AEI);AIE;#N/A
Music Arranger (AEI);EAI;#N/A
Music Copyist;CAE;Penyalin Musik
Music Copyist;CAI;Penyalin Musik
Music Copyist;CAR;Penyalin Musik
Music Copyist;CAS;Penyalin Musik
Music Copyist;CEA;Penyalin Musik
Music Copyist;CRS;Penyalin Musik
Music Copyist;CSA;Penyalin Musik
"Musician, Instrumental";ASC;#N/A
"Musician, Instrumental (ASC)";SAC;#N/A
Music Librarian;SCA;Pustakawan Musik
Music Librarian;SRA;Pustakawan Musik
Music Librarian;SRE;Pustakawan Musik
Music Supervisor;EAS;Supervisor Musik
Music Therapist;SAE;Terapis Musik
Music Therapist;SCA;Terapis Musik
Music Therapist;SRA;Terapis Musik
Nanny;SCA;Pengasuh
Nanny;SRA;Pengasuh
Nanny;SRE;Pengasuh
Nanotechnology Engineering Technician;RAI;Teknisi Rekayasa Nanoteknologi
Nanotechnology Engineering Technician;RIC;Teknisi Rekayasa Nanoteknologi
Nanotechnology Engineering Technician (RIC);CRI;#N/A
Nanotechnology Engineering Technician (RIC);CIR;#N/A
Nanotechnology Engineering Technologist ;IAC;Teknikus Rekayasa Nanoteknologi
Nanotechnology Engineering Technologist ;IAE;Teknikus Rekayasa Nanoteknologi
Nanotechnology Engineering Technologist ;ICA;Teknikus Rekayasa Nanoteknologi
Nanotechnology Engineering Technologist ;IEA;Teknikus Rekayasa Nanoteknologi
Nanotechnology Engineering Technologist ;IRC;Teknikus Rekayasa Nanoteknologi
Nanotechnology Engineering Technologist  (IRC);CRI;#N/A
Nanotechnology Engineering Technologist  (IRC);CIR;#N/A
Narrator;AES;#N/A
Natural Sciences Manager;IAC;Manajer Ilmu Pengetahuan Alam
Natural Sciences Manager;IAE;Manajer Ilmu Pengetahuan Alam
Natural Sciences Manager;ICA;Manajer Ilmu Pengetahuan Alam
Natural Sciences Manager;IEA;Manajer Ilmu Pengetahuan Alam
Natural Sciences Manager;IER;Manajer Ilmu Pengetahuan Alam
Navigator;IAC;Navigator
Navigator;IAE;Navigator
Navigator;ICA;Navigator
Navigator;ICR;Navigator
Navigator;IEA;Navigator
Navigator (ICR);CRI;#N/A
Navigator (ICR);CIR;#N/A
Neoropsychologist (ISA);AIS;#N/A
Neoropsychologist (ISA);IAS;#N/A
Network Administrator/Network Control Supervisor;SCA;Administrator Jaringan/Pengawas Kontrol Jaringan
Network Administrator/Network Control Supervisor;SEC;Administrator Jaringan/Pengawas Kontrol Jaringan
Network Administrator/Network Control Supervisor;SRA;Administrator Jaringan/Pengawas Kontrol Jaringan
Network Designer;IAC;Desainer Jaringan
Network Designer;IAE;Desainer Jaringan
Network Designer;ICA;Desainer Jaringan
Network Designer;IEA;Desainer Jaringan
Network Designer;IES;Desainer Jaringan
Neurologist;IAC;Ahli saraf
Neurologist;IAE;Ahli saraf
Neurologist;ICA;Ahli saraf
Neurologist;IEA;Ahli saraf
Neurologist;IRS;Ahli saraf
Neuropsychologist;IAC;Ahli saraf
Neuropsychologist;IAE;Ahli saraf
Neuropsychologist;ICA;Ahli saraf
Neuropsychologist;IEA;Ahli saraf
Neuropsychologist;ISA;Ahli saraf
New Accounts Clerk;SCA;Petugas Akun Baru
New Accounts Clerk;SCE;Petugas Akun Baru
New Accounts Clerk;SRA;Petugas Akun Baru
Newscaster;ESI;Penyiar Warta Berita
Night Auditor;CAE;Auditor malam
Night Auditor;CAI;Auditor malam
Night Auditor;CAR;Auditor malam
Night Auditor;CAS;Auditor malam
Night Auditor;CEA;Auditor malam
Night Auditor;CRS;Auditor malam
Night Auditor;CSA;Auditor malam
Non-Destructive Testing Specialist;IAC;Spesialis Pengujian Non-Destruktif
Non-Destructive Testing Specialist;IAE;Spesialis Pengujian Non-Destruktif
Non-Destructive Testing Specialist;ICA;Spesialis Pengujian Non-Destruktif
Non-Destructive Testing Specialist;IEA;Spesialis Pengujian Non-Destruktif
Non-Destructive Testing Specialist;IRC;Spesialis Pengujian Non-Destruktif
Non-Destructive Testing Specialist (IRC);CRI;#N/A
Non-Destructive Testing Specialist (IRC);CIR;#N/A
Nuclear Equipment Operation Technician;RAI;Teknisi Operasi Peralatan Nuklir
Nuclear Equipment Operation Technician;RCS;Teknisi Operasi Peralatan Nuklir
Nuclear Medicine Technologist;RAI;Teknisi Pengobatan Nuklir
Nuclear Medicine Technologist;RIS;Teknisi Pengobatan Nuklir
Nuclear Power Plant Operations Supervisor;EIS;Pengawas Operasi Pembangkit Listrik Tenaga Nuklir
Nuclear Power Reactor Operator;RAI;Operator Reaktor Tenaga Nuklir
Nuclear Power Reactor Operator;RIE;Operator Reaktor Tenaga Nuklir
Nuclear Technician;RAI;Teknisi Nuklir
Nuclear Technician;RCI;Teknisi Nuklir
Nuclear Technician (RCI);CRI;#N/A
Nuclear Technician (RCI);CIR;#N/A
"Nurse, Acute Care";SCA;"Perawat, Perawatan Akut"
"Nurse, Acute Care";SIR;"Perawat, Perawatan Akut"
"Nurse, Acute Care";SRA;"Perawat, Perawatan Akut"
Nurse Annesthetist;IAC;#N/A
Nurse Annesthetist;IAE;#N/A
Nurse Annesthetist;ICA;#N/A
Nurse Annesthetist;IEA;#N/A
Nurse Annesthetist;ISE;#N/A
Nurse Assistant;SCA;Asisten Perawat
Nurse Assistant;SER;Asisten Perawat
Nurse Assistant;SRA;Asisten Perawat
"Nurse, Critical Care";SCA;"Perawat, Perawatan Kritis"
"Nurse, Critical Care";SIC;"Perawat, Perawatan Kritis"
"Nurse, Critical Care";SRA;"Perawat, Perawatan Kritis"
"Nurse, Critical Care (SIC)";ICS;#N/A
"Nurse, Critical Care (SIC)";SCI;#N/A
"Nurse, General Duty (RN)";SCA;"Perawat, Tugas Umum (RN)"
"Nurse, General Duty (RN)";SIA;"Perawat, Tugas Umum (RN)"
"Nurse, General Duty (RN)";SRA;"Perawat, Tugas Umum (RN)"
"Nurse, General Duty (RN) (SIA)";AIS;#N/A
"Nurse, General Duty (RN) (SIA)";IAS;#N/A
"Nurse, Instructor";SCA;"Perawat, Instruktur"
"Nurse, Instructor";SIE;"Perawat, Instruktur"
"Nurse, Instructor";SRA;"Perawat, Instruktur"
"Nurse, Licensed Practical";SAC;"Perawat, Praktik Berlisensi"
"Nurse, Licensed Practical";SCA;"Perawat, Praktik Berlisensi"
"Nurse, Licensed Practical";SRA;"Perawat, Praktik Berlisensi"
"Nurse, Midwife";SCA;"Perawat, Bidan"
"Nurse, Midwife";SIR;"Perawat, Bidan"
"Nurse, Midwife";SRA;"Perawat, Bidan"
"Nurse, Office";SCA;"Perawat, Kantor"
"Nurse, Office";SIR;"Perawat, Kantor"
"Nurse, Office";SRA;"Perawat, Kantor"
Nurse Practitioner;IAC;Praktisi keperawatan
Nurse Practitioner;IAE;Praktisi keperawatan
Nurse Practitioner;ICA;Praktisi keperawatan
Nurse Practitioner;IEA;Praktisi keperawatan
Nurse Practitioner;ISA;Praktisi keperawatan
Nurse Practitioner (ISA);AIS;#N/A
Nurse Practitioner (ISA);IAS;#N/A
"Nurse, Private Duty";IAC;"Perawat, Bertugas Pribadi"
"Nurse, Private Duty";IAE;"Perawat, Bertugas Pribadi"
"Nurse, Private Duty";ICA;"Perawat, Bertugas Pribadi"
"Nurse, Private Duty";IEA;"Perawat, Bertugas Pribadi"
"Nurse, Private Duty";ISR;"Perawat, Bertugas Pribadi"
"Nurse, Psychiatric";SCA;"Perawat, Psikiater"
"Nurse, Psychiatric";SEI;"Perawat, Psikiater"
"Nurse, Psychiatric";SRA;"Perawat, Psikiater"
"Nurse, School";SCA;"Perawat, Sekolah"
"Nurse, School";SIE;"Perawat, Sekolah"
"Nurse, School";SRA;"Perawat, Sekolah"
"Nurse, Supervisor";SCA;"Perawat, Supervisor"
"Nurse, Supervisor";SEI;"Perawat, Supervisor"
"Nurse, Supervisor";SRA;"Perawat, Supervisor"
Obstetrician;IAC;Dokter Kandungan
Obstetrician;IAE;Dokter Kandungan
Obstetrician;ICA;Dokter Kandungan
Obstetrician;IEA;Dokter Kandungan
Obstetrician;IRS;Dokter Kandungan
Occupational Health and Safety Technicians;CAE;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CAI;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CAR;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CAS;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CEA;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CES;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Health and Safety Technicians;CSA;Teknisi Kesehatan dan Keselamatan Kerja
Occupational Safety and Health Inspector;ECS;Inspektur Keselamatan dan Kesehatan Kerja
Occupational Therapist;SCA;Terapis Okupasi
Occupational Therapist;SRA;Terapis Okupasi
Occupational Therapist;SRE;Terapis Okupasi
Occupational Therapy Aide;SCA;Pembantu Terapi Okupasi
Occupational Therapy Aide;SCR;Pembantu Terapi Okupasi
Occupational Therapy Aide;SRA;Pembantu Terapi Okupasi
Occupational Therapy Assistant;SCA;Asisten Terapi Okupasi
Occupational Therapy Assistant;SCE;Asisten Terapi Okupasi
Occupational Therapy Assistant;SRA;Asisten Terapi Okupasi
Office Assistant;ECR;Asisten Kantor
Office Clerk;CAE;Pegawai Kantor
Office Clerk;CAI;Pegawai Kantor
Office Clerk;CAR;Pegawai Kantor
Office Clerk;CAS;Pegawai Kantor
Office Clerk;CEA;Pegawai Kantor
Office Clerk;CRS;Pegawai Kantor
Office Clerk;CSA;Pegawai Kantor
Office Manager;ESR;Manajer Kantor
Oil-Well Services Superintendent;ERS;Inspektur Layanan Sumur Minyak
Online Merchant;ECA;Pedagang Online
"Operations Manager, Motor Transportation";ESI;"Manajer Operasi, Transportasi Motor"
Operations Research Analyst ;IAC;Analis Riset Operasi
Operations Research Analyst ;IAE;Analis Riset Operasi
Operations Research Analyst ;ICA;Analis Riset Operasi
Operations Research Analyst ;IEA;Analis Riset Operasi
Operations Research Analyst ;IRE;Analis Riset Operasi
Operations Research Analyst  (IRE);SEA;#N/A
Ophthalmic Medical Technician;CAE;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CAI;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CAR;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CAS;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CEA;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CIS;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician;CSA;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technician (CIS);CRI;#N/A
Ophthalmic Medical Technologist;CAE;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CAI;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CAR;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CAS;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CEA;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CIS;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist;CSA;Teknisi Medis Kedokteran Mata
Ophthalmic Medical Technologist (CIS);CRI;#N/A
Ophthalmic Technician;CAE;Teknisi Kedokteran Mata
Ophthalmic Technician;CAI;Teknisi Kedokteran Mata
Ophthalmic Technician;CAR;Teknisi Kedokteran Mata
Ophthalmic Technician;CAS;Teknisi Kedokteran Mata
Ophthalmic Technician;CEA;Teknisi Kedokteran Mata
Ophthalmic Technician;CIS;Teknisi Kedokteran Mata
Ophthalmic Technician;CSA;Teknisi Kedokteran Mata
Ophthalmic Technician (CIS);CRI;#N/A
Ophthalmologist;IAC;Dokter Mata
Ophthalmologist;IAE;Dokter Mata
Ophthalmologist;ICA;Dokter Mata
Ophthalmologist;IEA;Dokter Mata
Ophthalmologist;ISR;Dokter Mata
Opthalmic Medical Technician (CIS);ICS;#N/A
Opthalmic Medical Technician (CIS);SCI;#N/A
Opthalmic Medical Technologist (CIS);ICS;#N/A
Opthalmic Medical Technologist (CIS);SCI;#N/A
Opthalmic Technician (CIS);ICS;#N/A
Opthalmic Technician (CIS);SCI;#N/A
Optical Effects Camera Operator;AIC;Operator Efek Optik Kamera
Optical Effects Camera Operator;ARC;Operator Efek Optik Kamera
Optical Effects Camera Operator;ASR;Operator Efek Optik Kamera
Optical Effects Camera Operator (ASR);ARS;#N/A
Optical Effects Layout Person;ASC;#N/A
Optical Effects Layout Person (ASC);SAC;#N/A
Optical Technician;RAI;Teknisi Optik
Optical Technician;REI;Teknisi Optik
"Optician, Dispensing";SCA;"Ahli Kacamata, Pemberi Obat"
"Optician, Dispensing";SEI;"Ahli Kacamata, Pemberi Obat"
"Optician, Dispensing";SRA;"Ahli Kacamata, Pemberi Obat"
Optometrist;IAC;Ahli Kacamata
Optometrist;IAE;Ahli Kacamata
Optometrist;ICA;Ahli Kacamata
Optometrist;IEA;Ahli Kacamata
Optometrist;ISE;Ahli Kacamata
Oral and Maxillofacial Surgeon;IAC;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon;IAE;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon;IAR;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon;ICA;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon;IEA;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon;IRA;Ahli Bedah Mulut dan Maksilofasial
Oral and Maxillofacial Surgeon (IRA);AIR;#N/A
Oral and Maxillofacial Surgeon (IRA);ARI;#N/A
"Order Filler, Wholesale and Retail Sales";RAI;"Pengisi Pesanan, Penjualan Grosir dan Eceran"
"Order Filler, Wholesale and Retail Sales";RCE;"Pengisi Pesanan, Penjualan Grosir dan Eceran"
Orderly;SCA;Perawat
Orderly;SRA;Perawat
Orderly;SRE;Perawat
Ornamental Metalwork Designer;AIC;Perancang Logam Hias
Ornamental Metalwork Designer;ARC;Perancang Logam Hias
Ornamental Metalwork Designer;ARS;Perancang Logam Hias
Orthodontic Technician;RAI;Teknisi Ortodontik
Orthodontic Technician;RCE;Teknisi Ortodontik
Orthodontist;IAC;Dokter Gigi
Orthodontist;IAE;Dokter Gigi
Orthodontist;ICA;Dokter Gigi
Orthodontist;IEA;Dokter Gigi
Orthodontist;ISR;Dokter Gigi
Orthoptist;IAC;#N/A
Orthoptist;IAE;#N/A
Orthoptist;ICA;#N/A
Orthoptist;IEA;#N/A
Orthoptist;ISR;#N/A
Othorist;RAI;Ahli kecantikan
Othorist;RSE;Ahli kecantikan
Package Designer;AEI;#N/A
Package Designer (AEI);AIE;#N/A
Package Designer (AEI);EAI;#N/A
Packer and Packager;RAI;Pengemas
Packer and Packager;RCS;Pengemas
"Painter, Animated Cartoons";CAE;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CAI;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CAR;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CAS;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CEA;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CER;"Pelukis, Kartun Animasi"
"Painter, Animated Cartoons";CSA;"Pelukis, Kartun Animasi"
Painter (ASI);AIS;#N/A
Painter (ASI);IAS;#N/A
"Painter, Construction";RAI;"Pelukis, Konstruksi"
"Painter, Construction";RSE;"Pelukis, Konstruksi"
"Painter, Electrostatic";RAI;"Pelukis, Elektrostatik"
"Painter, Electrostatic";RIC;"Pelukis, Elektrostatik"
"Painter, Electrostatic (RIC)";CRI;#N/A
"Painter, Electrostatic (RIC)";CIR;#N/A
"Painter, Hand";AIC;"Pelukis, Tangan"
"Painter, Hand";AIC;"Pelukis, Tangan"
"Painter, Hand";ARC;"Pelukis, Tangan"
"Painter, Hand";ARC;"Pelukis, Tangan"
"Painter, Hand";ARE;"Pelukis, Tangan"
"Painter, Hand";ASI;"Pelukis, Tangan"
"Painter, Hand (ARE)";ERA;#N/A
Painting Instructor;AES;#N/A
Paleontologist;IAC;Paleontologi
Paleontologist;IAE;Paleontologi
Paleontologist;ICA;Paleontologi
Paleontologist;IEA;Paleontologi
Paleontologist;ISR;Paleontologi
"Paperhanger, Construction";RAI;"Gantungan Kertas, Konstruksi"
"Paperhanger, Construction";RSE;"Gantungan Kertas, Konstruksi"
Paralegal;SCA;Paralegal
Paralegal;SEC;Paralegal
Paralegal;SRA;Paralegal
Parasitologist;IAC;Ahli parasit
Parasitologist;IAE;Ahli parasit
Parasitologist;ICA;Ahli parasit
Parasitologist;IEA;Ahli parasit
Parasitologist;IRS;Ahli parasit
Parking Lot Attendant;CAE;Petugas Parkir
Parking Lot Attendant;CAI;Petugas Parkir
Parking Lot Attendant;CAR;Petugas Parkir
Parking Lot Attendant;CAS;Petugas Parkir
Parking Lot Attendant;CEA;Petugas Parkir
Parking Lot Attendant;CRE;Petugas Parkir
Parking Lot Attendant;CSA;Petugas Parkir
