Program Studi;Kode
"International Business, Trade, and Tax Law";EIA
International Law and Legal Studies;EIA
International Relations and National Security Studies;EIA
Land Use Planning and Management/Development;EIA
Law;EIA
Legal Research and Advanced Professional Studies;EIA
Programs for Foreign Lawyers;EIA
Taz Law/Taxation;EIA
Airline Flight Attendant;EIA
American Sign Language (ASL);EIA
Apparel and Accessories Marketing Management;EIA
Apparel and Textile Marketing Management;EIA
Community College Education;EIA
Dispute Resolution;EIA
Fashion Merchandising;EIA
Film/Video and Photographic Arts;EIA
Fine and Studio Arts Management;EIA
Foreign Languages and Literatures;EIA
"General Merchandising, Sales, and Related Marketing Operations";EIA
International and Intercultural Communication;EIA
Labor Studies;EIA
Language Interpreation and Translation;EIA
Plant Nursery Operations and Management;EIA
Special Products Marketing Operations;EIA
Sports Communication;EIA
Theater/Theater Arts Managements;EIA
"Arts, Entertainment, and Media Management";EIA
Business and Personal/Financial Services Marketing Operations;EIA
Consumer Merchandising/Retailing Management;EIA
Criminal Justice/Law Enforcement Administration;EIA
Crisis/Emergency/Disaster Management;EIA
Customer Service Management;EIA
Educational Leadership and Administration;EIA
"Educational, Instructional, and Curriculum Supervision";EIA
Executive Assistant/Executive Secretary;EIA
Financial Planning and Services;EIA
Health Services Administration;EIA
Health Unit Manager/Ward Supervisor;EIA
Health/Health Care Administration Management;EIA
Health Medical Claims Examiner;EIA
Homeland Security;EIA
Insurance;EIA
International Policy Analysis;EIA
Invesments;EIA
Meeting and Event Planning;EIA
Merchandising and Buying Operations;EIA
Nail Technician/Specialist and Mechanics;EIA
National Security Policy Studies;EIA
Natural Resource Recreation and Tourism;EIA
Non-Profit/Public Organizational Management;EIA
Protective Services Operations;EIA
Public/Applied History;EIA
Real Estate;EIA
Real Estate Development;EIA
Rehabilitation Aide;EIA
Salon/Beauty Salon Management/Manager;EIA
Security and Loss Prevention Services;EIA
Terrorism and Counterterrorism Operations;EIA
Tourism and Travel Services Management;EIA
Auditing;EIA
Franchising and Organizational Psychology;EIA
Industrial and Organizational Psychology;EIA
International Economics;EIA
International Relations and Affairs;EIA
Project Management;EIA
Research Methodology ad Quantitative Methods;EIA
Small Business Administration/Management;EIA
Publishing;EIA
Casino Management;EIA
Glazier;EIA
Golf Course Operation and Grounds Management;EIA
Occupational Health and Industrial Hygiene;EIA
Occupational Safety and Health Technology/Technician;EIA
Railroad and Railway Transportation;EIA
Tourism and Travel Services Marketing Operations;EIA
Agricultural/Farm Supplies Retailing and Wholesaling;EIS
American Government and Politics;EIS
Applied Economics;EIS
Comparative Psychology;EIS
Curriculum and Instruction;EIS
Digital Communication and Media/Multimedia;EIS
Educational/Instructional Technology;EIS
Finance and Financial Management Services;EIS
International Finance;EIS
Public Finance;EIS
Public Policy Analysis;EIS
Telecommunications Management;EIS
Urban Studies/Affairs;EIS
Agricultural Economics;EIC
Information Technology Project Management;EIC
Marketing;EIC
Aeronautics/Aviation/Aerospace Science and Technology;EAR
Cyber/Electronic Operations and Warfare;EAR
Information Operations/Joint Information Operations;EAR
Information/Psychological Warfare and Military Media Relations;EAR
"Intelligence, Command Sontrol and Information Operations";EAR
Joint Command/Task Force Systems;EAR
Military Information Systems Technology;EAR
Research and Developmental Management;EAR
Agricultural and Food Products Processing;EAR
Agricultural Production Oprerations;EAR
Building/Construction Site Management/Manager;EAR
Construction Maagement;EAR
Construction Trades;EAR
Crop Production;EAR
Drywall Installation/Drywaller;EAR
Electrician;EAR
Farm and Ranch Management;EAR
Fire Services Administration;EAR
Insulator;EAR
"Restaurant, Culinary, and Catering Management/Manager";EAR
Well Drilling/Driller;EAR
Advances Military and Operational Studies;EAR
Combat Systems Engineering;EAR
Dairy Husbandry and Production;EAR
Explosive Ordinance/Bomb Disposal;EAR
Industrial Safety Technology/Technician;EAR
Joint Operations Planning and Strategy;EAR
Livestock Management;EAR
Military and Strategic Leadership;EAR
Military Operational Art and Science/Studies;EAR
Military Science and Operational Studies;EAR
"Nava, Science and Operational Studies";EAR
"Special, Irregular, and Counterterrorist Operations";EAR
School Admiistration/Principalship;EAR
Agricultural/Farm Supplies Retailing and Wholesaling;EAR
American Government and Politics;EAR
Applied Economics;EAR
Comparative Psychology;EAR
Curriculum and Instruction;EAR
Digital Communication and Media/Multimedia;EAR
Educational/Instructional Technology;EAR
Finance and Financial Management Services;EAR
International Finance;EAR
Public Finance;EAR
Public Policy Analysis;EAR
Telecommunications Management;EAR
Urban Studies/Affairs;EAR
Agricultural Economics;EAR
Information Technology Project Management;EAR
Marketing;EAR
Auctioneering;EAR
Administration of Special Education;EAR
"Art History, Criticism, and Conservation";EAR
Aviation/Airway Management and Operartions;EAR
Barbering/Barber;EAR
Business Administration and Management;EAR
Business/Commerce;EAR
"Cosmetology, Barber/Styling, and Nail Instructor";EAR
E-Commerce/Electronic Commerce;EAR
Educational Administration and Supervision;EAR
Enterpreneurship/Enterpreneurial Studies;EAR
Finance and Financial Management Services;EAR
Fire Prevention and Safety Technology/Technician;EAR
Food Service Systems Administration/Management;EAR
"Food Service, Waiter/Waitress, and Dining Room Management/Manager";EAR
Funeral Direction/Service;EAR
Funeral Service and Mortuary Science;EAR
Higher Education/Higher Education Administration;EAR
Hospitality Administration/Management;EAR
Hospitality and Recreation Marketing Operations;EAR
"Hotel, Motel and Restaurant Management";EAR
Human Resources Management/Personnel Administration;EAR
Internasional Business/Trade/Commerce;EAR
International Marketing;EAR
Labor and Industrial Relations;EAR
"Logistics,Materials, and Supply Chain Management";EAR
Management Science;EAR
Marketing Research;EAR
Marketing/Marketing Management;EAR
Medical/Health Management and Clinical Assistant/Specialist;EAR
Natural Resources Law Enforcement and Protective Services;EAR
Office Management and Supervision;EAR
Operations Management and Supervision;EAR
Organizational Behavior Studies;EAR
Organizational Leadership;EAR
"Parks, Recreation, and Leisure Facilities Management";EAR
Pharmaceutical Marketing and Management;EAR
Public Administration;EAR
"Purchasing, Procurement/Acquisitions, and Contracts Management";EAR
Resort Management;EAR
Retail Management;EAR
Retailing ad Retail Operations;EAR
"Sales, Distribution, and Marketing Operations";EAR
Selling Skills and Sales Operations;EAR
Sport and Fitness Administration/Management;EAR
Transportation/Mobility Management;EAR
Urban Education and Leadership;EAR
Vehicle and Vehicle Parts and Accessories Marketing Operations;EAR
Wildland/Forest Firefighting and Investigation;EAR
Wine Steward/Sommelier;EAR
Advanced Legal Research/Studies;EAR
American/U.S Law/Legal Studies/Jurisprudence;EAR
"Banking, Corporate, Finance, and Security Law";EAR
Canadian Law/Legal Studies/Jurisprudence;EAR
Comparative Law;EAR
"Energy, Environment, and Natural Resources Law";EAR
Health Law;EAR
Intellectual Property Law;EAR
"International Business, Trade, and Tax Law";EAR
International Law and Legal Studies;EAR
International Relations and National Security Studies;EAR
Land Use Planning and Management/Development;EAR
Law;EAR
Legal Research and Advanced Professional Studies;EAR
Programs for Foreign Lawyers;EAR
Taz Law/Taxation;EAR
Airline Flight Attendant;EAR
American Sign Language (ASL);EAR
Apparel and Accessories Marketing Management;EAR
Apparel and Textile Marketing Management;EAR
Community College Education;EAR
Dispute Resolution;EAR
Fashion Merchandising;EAR
Film/Video and Photographic Arts;EAR
Fine and Studio Arts Management;EAR
Foreign Languages and Literatures;EAR
"General Merchandising, Sales, and Related Marketing Operations";EAR
International and Intercultural Communication;EAR
Labor Studies;EAR
Language Interpreation and Translation;EAR
Plant Nursery Operations and Management;EAR
Special Products Marketing Operations;EAR
Sports Communication;EAR
Theater/Theater Arts Managements;EAR
"Arts, Entertainment, and Media Management";EAR
Business and Personal/Financial Services Marketing Operations;EAR
Consumer Merchandising/Retailing Management;EAR
Criminal Justice/Law Enforcement Administration;EAR
Crisis/Emergency/Disaster Management;EAR
Customer Service Management;EAR
Educational Leadership and Administration;EAR
"Educational, Instructional, and Curriculum Supervision";EAR
Executive Assistant/Executive Secretary;EAR
Financial Planning and Services;EAR
Health Services Administration;EAR
Health Unit Manager/Ward Supervisor;EAR
Health/Health Care Administration Management;EAR
Health Medical Claims Examiner;EAR
Homeland Security;EAR
Insurance;EAR
International Policy Analysis;EAR
Invesments;EAR
Meeting and Event Planning;EAR
Merchandising and Buying Operations;EAR
Nail Technician/Specialist and Mechanics;EAR
National Security Policy Studies;EAR
Natural Resource Recreation and Tourism;EAR
Non-Profit/Public Organizational Management;EAR
Protective Services Operations;EAR
Public/Applied History;EAR
Real Estate;EAR
Real Estate Development;EAR
Rehabilitation Aide;EAR
Salon/Beauty Salon Management/Manager;EAR
Security and Loss Prevention Services;EAR
Terrorism and Counterterrorism Operations;EAR
Tourism and Travel Services Management;EAR
Auditing;EAR
Franchising and Organizational Psychology;EAR
Industrial and Organizational Psychology;EAR
International Economics;EAR
International Relations and Affairs;EAR
Project Management;EAR
Research Methodology ad Quantitative Methods;EAR
Small Business Administration/Management;EAR
Publishing;EAR
Casino Management;EAR
Glazier;EAR
Golf Course Operation and Grounds Management;EAR
Occupational Health and Industrial Hygiene;EAR
Occupational Safety and Health Technology/Technician;EAR
Railroad and Railway Transportation;EAR
Tourism and Travel Services Marketing Operations;EAR
Aeronautics/Aviation/Aerospace Science and Technology;EAI
Cyber/Electronic Operations and Warfare;EAI
Information Operations/Joint Information Operations;EAI
Information/Psychological Warfare and Military Media Relations;EAI
"Intelligence, Command Sontrol and Information Operations";EAI
Joint Command/Task Force Systems;EAI
Military Information Systems Technology;EAI
Research and Developmental Management;EAI
Agricultural and Food Products Processing;EAI
Agricultural Production Oprerations;EAI
Building/Construction Site Management/Manager;EAI
Construction Maagement;EAI
Construction Trades;EAI
Crop Production;EAI
Drywall Installation/Drywaller;EAI
Electrician;EAI
Farm and Ranch Management;EAI
Fire Services Administration;EAI
Insulator;EAI
"Restaurant, Culinary, and Catering Management/Manager";EAI
Well Drilling/Driller;EAI
Advances Military and Operational Studies;EAI
Combat Systems Engineering;EAI
Dairy Husbandry and Production;EAI
Explosive Ordinance/Bomb Disposal;EAI
Industrial Safety Technology/Technician;EAI
Joint Operations Planning and Strategy;EAI
Livestock Management;EAI
Military and Strategic Leadership;EAI
Military Operational Art and Science/Studies;EAI
Military Science and Operational Studies;EAI
"Nava, Science and Operational Studies";EAI
"Special, Irregular, and Counterterrorist Operations";EAI
School Admiistration/Principalship;EAI
Agricultural/Farm Supplies Retailing and Wholesaling;EAI
American Government and Politics;EAI
Applied Economics;EAI
Comparative Psychology;EAI
Curriculum and Instruction;EAI
Digital Communication and Media/Multimedia;EAI
Educational/Instructional Technology;EAI
Finance and Financial Management Services;EAI
International Finance;EAI
Public Finance;EAI
Public Policy Analysis;EAI
Telecommunications Management;EAI
Urban Studies/Affairs;EAI
Agricultural Economics;EAI
Information Technology Project Management;EAI
Marketing;EAI
Auctioneering;EAI
Administration of Special Education;EAI
"Art History, Criticism, and Conservation";EAI
Aviation/Airway Management and Operartions;EAI
Barbering/Barber;EAI
Business Administration and Management;EAI
Business/Commerce;EAI
"Cosmetology, Barber/Styling, and Nail Instructor";EAI
E-Commerce/Electronic Commerce;EAI
Educational Administration and Supervision;EAI
Enterpreneurship/Enterpreneurial Studies;EAI
Finance and Financial Management Services;EAI
Fire Prevention and Safety Technology/Technician;EAI
Food Service Systems Administration/Management;EAI
"Food Service, Waiter/Waitress, and Dining Room Management/Manager";EAI
Funeral Direction/Service;EAI
Funeral Service and Mortuary Science;EAI
Higher Education/Higher Education Administration;EAI
Hospitality Administration/Management;EAI
Hospitality and Recreation Marketing Operations;EAI
"Hotel, Motel and Restaurant Management";EAI
Human Resources Management/Personnel Administration;EAI
Internasional Business/Trade/Commerce;EAI
International Marketing;EAI
Labor and Industrial Relations;EAI
"Logistics,Materials, and Supply Chain Management";EAI
Management Science;EAI
Marketing Research;EAI
Marketing/Marketing Management;EAI
Medical/Health Management and Clinical Assistant/Specialist;EAI
Natural Resources Law Enforcement and Protective Services;EAI
Office Management and Supervision;EAI
Operations Management and Supervision;EAI
Organizational Behavior Studies;EAI
Organizational Leadership;EAI
"Parks, Recreation, and Leisure Facilities Management";EAI
Pharmaceutical Marketing and Management;EAI
Public Administration;EAI
"Purchasing, Procurement/Acquisitions, and Contracts Management";EAI
Resort Management;EAI
Retail Management;EAI
Retailing ad Retail Operations;EAI
"Sales, Distribution, and Marketing Operations";EAI
Selling Skills and Sales Operations;EAI
Sport and Fitness Administration/Management;EAI
Transportation/Mobility Management;EAI
Urban Education and Leadership;EAI
Vehicle and Vehicle Parts and Accessories Marketing Operations;EAI
Wildland/Forest Firefighting and Investigation;EAI
